161;162;1;1;land;false;desert;4
162;163;1;1;land;false;plains;4
163;164;1;1;land;false;plains;4
164;165;1;1;land;false;plains;4
165;166;1;1;land;false;plains;1
166;167;1;1;land;false;forest;4
167;168;1;1;land;false;plains;2
168;169;1;1;land;true;plains;3
169;170;1;1;land;false;forest;3
170;171;1;1;land;false;plains;4
171;172;1;1;land;false;plains;3
172;173;1;1;land;true;desert;4
173;174;1;1;land;true;forest;3
174;175;1;1;land;true;forest;3
175;176;1;1;land;false;hills;3
176;177;1;1;land;false;forest;3
177;178;1;1;land;true;jungle;4
178;179;1;1;land;true;jungle;4
179;180;1;1;land;false;forest;4
180;181;1;1;land;false;forest;2
181;182;1;1;land;true;forest;3
182;183;1;1;land;false;mountain;4
183;184;1;1;land;false;forest;4
184;185;1;1;land;true;plains;2
185;186;1;1;land;false;plains;4
186;187;1;1;land;false;forest;4
187;188;1;1;land;false;jungle;4
188;189;1;1;land;true;forest;4
189;190;1;1;land;true;forest;4
190;191;1;1;land;false;forest;4
191;192;1;1;land;false;forest;3
192;193;1;1;land;true;forest;3
193;194;1;1;land;false;plains;4
194;195;1;1;land;true;plains;1
195;196;1;1;land;false;jungle;2
196;197;1;1;land;false;plains;4
197;198;1;1;land;false;forest;3
198;199;1;1;land;false;jungle;4
199;200;1;1;land;true;plains;4
200;201;1;1;land;false;mountain;4
201;202;1;1;land;false;forest;4
202;203;1;1;land;false;plains;3
203;204;1;1;land;false;jungle;2
204;205;1;1;land;true;forest;4
205;206;1;1;land;true;plains;4
206;207;1;1;land;false;forest;3
207;208;1;1;land;false;plains;3
208;209;1;1;land;true;jungle;4
209;210;1;1;land;false;plains;3
210;211;1;1;land;true;forest;3
211;212;1;1;land;false;plains;3
212;213;1;1;land;false;hills;4
213;214;1;1;land;true;jungle;4
214;215;1;1;land;false;hills;4
215;216;1;1;land;true;plains;4
216;217;1;1;land;false;jungle;4
217;218;1;1;land;false;forest;4
218;219;1;1;land;false;mountain;3
219;220;1;1;land;true;forest;4
220;221;1;1;land;false;forest;3
221;222;1;1;land;false;forest;4
222;223;1;1;land;false;plains;4
223;224;1;1;land;true;jungle;3
224;225;1;1;land;false;forest;4
225;226;1;1;land;false;hills;4
226;227;1;1;land;false;forest;4
227;228;1;1;land;false;jungle;2
228;229;1;1;land;false;plains;4
229;230;1;1;land;false;forest;4
230;231;1;1;land;true;jungle;4
231;232;1;1;land;false;forest;4
232;233;1;1;land;false;jungle;4
233;234;1;1;land;false;forest;3
234;235;1;1;land;true;plains;4
235;236;1;1;land;false;forest;3
236;237;1;1;land;false;jungle;4
237;238;1;1;land;true;plains;4
238;239;1;1;land;false;forest;4
239;240;1;1;land;false;forest;4
240;241;1;1;land;true;plains;4
241;242;1;1;land;false;hills;4
242;243;1;1;land;false;plains;3
243;244;1;1;land;true;plains;4
244;245;1;1;land;true;jungle;4
245;246;1;1;land;false;forest;3
246;247;1;1;land;false;jungle;2
247;248;1;1;land;false;mountain;2
248;249;1;1;land;false;jungle;4
249;250;1;1;land;false;hills;3
250;251;1;1;land;false;desert;4
251;252;1;1;land;false;desert;4
252;253;1;1;land;true;jungle;4
253;254;1;1;land;false;hills;4
254;255;1;1;land;false;plains;4
255;1;2;1;land;true;forest;3
256;2;2;1;land;false;forest;4
257;3;2;1;land;false;forest;4
258;4;2;1;land;false;forest;4
259;5;2;1;land;true;plains;4
260;6;2;1;land;false;hills;4
261;7;2;1;land;false;hills;4
262;8;2;1;land;false;hills;4
263;9;2;1;land;true;forest;2
264;10;2;1;land;true;forest;3
265;11;2;1;land;true;forest;3
266;12;2;1;land;true;jungle;3
267;13;2;1;land;false;hills;4
268;14;2;1;land;true;forest;3
269;15;2;1;land;true;forest;3
270;16;2;1;land;false;desert;1
271;17;2;1;land;false;hills;4
272;18;2;1;land;false;plains;1
273;19;2;1;land;true;desert;4
274;20;2;1;land;false;hills;4
275;21;2;1;land;true;plains;4
276;22;2;1;land;false;desert;4
277;23;2;1;land;false;plains;4
278;24;2;1;land;false;jungle;2
279;25;2;1;land;false;mountain;3
280;26;2;1;land;true;jungle;3
281;27;2;1;land;true;plains;3
282;28;2;1;land;false;plains;4
283;29;2;1;land;true;forest;4
284;30;2;1;land;false;plains;4
285;31;2;1;land;false;desert;4
286;32;2;1;land;true;jungle;4
287;33;2;1;land;false;forest;4
288;34;2;1;land;true;forest;3
289;35;2;1;land;false;jungle;2
290;36;2;1;land;false;plains;3
291;37;2;1;land;false;hills;4
292;38;2;1;land;true;jungle;4
293;39;2;1;land;false;plains;4
294;40;2;1;land;false;forest;4
295;41;2;1;land;true;jungle;2
296;42;2;1;land;true;forest;3
297;43;2;1;land;true;jungle;3
298;44;2;1;land;false;jungle;4
299;45;2;1;land;false;plains;3
300;46;2;1;land;false;forest;3
301;47;2;1;land;false;jungle;4
302;48;2;1;land;false;forest;4
303;49;2;1;land;false;mountain;4
304;50;2;1;land;true;jungle;2
305;51;2;1;land;true;jungle;4
306;52;2;1;land;true;forest;4
307;53;2;1;land;true;jungle;4
308;54;2;1;land;false;mountain;4
309;55;2;1;land;true;forest;3
310;56;2;1;land;true;jungle;4
311;57;2;1;land;false;forest;4
312;58;2;1;land;false;jungle;2
313;59;2;1;land;false;forest;4
314;60;2;1;land;false;plains;1
315;61;2;1;land;false;forest;4
316;62;2;1;land;false;forest;4
317;63;2;1;land;false;forest;4
318;64;2;1;land;false;forest;3
319;65;2;1;land;true;desert;2
320;66;2;1;land;false;hills;4
321;67;2;1;land;true;jungle;4
322;68;2;1;land;false;hills;4
323;69;2;1;land;false;hills;4
324;70;2;1;land;false;mountain;3
325;71;2;1;land;false;forest;4
326;72;2;1;land;true;forest;3
327;73;2;1;land;false;forest;3
328;74;2;1;land;false;plains;4
329;75;2;1;land;false;jungle;4
330;76;2;1;land;false;forest;3
331;77;2;1;land;false;plains;3
332;78;2;1;land;false;jungle;3
333;79;2;1;land;false;plains;4
334;80;2;1;land;false;hills;4
335;81;2;1;land;false;plains;3
336;82;2;1;land;false;hills;4
337;83;2;1;land;false;hills;4
338;84;2;1;land;false;forest;4
339;85;2;1;land;false;jungle;4
340;86;2;1;land;true;forest;3
341;87;2;1;land;false;forest;4
342;88;2;1;land;false;plains;4
343;89;2;1;land;false;desert;2
344;90;2;1;land;false;mountain;4
345;91;2;1;land;false;forest;4
346;92;2;1;land;true;forest;3
347;93;2;1;land;true;jungle;3
348;94;2;1;land;true;forest;4
349;95;2;1;land;false;plains;4
350;96;2;1;land;false;jungle;4
351;97;2;1;land;false;forest;3
352;98;2;1;land;false;plains;4
353;99;2;1;land;false;forest;3
354;100;2;1;land;false;plains;1
355;101;2;1;land;false;plains;4
356;102;2;1;land;false;forest;4
357;103;2;1;land;true;jungle;4
358;104;2;1;land;false;forest;4
359;105;2;1;land;false;forest;3
360;106;2;1;land;false;mountain;4
361;107;2;1;land;false;desert;1
362;108;2;1;land;true;forest;4
363;109;2;1;land;true;jungle;2
364;110;2;1;land;true;desert;4
365;111;2;1;land;false;mountain;4
366;112;2;1;land;false;jungle;4
367;113;2;1;land;true;plains;4
368;114;2;1;land;true;plains;4
369;115;2;1;land;true;plains;4
370;116;2;1;land;false;hills;4
371;117;2;1;land;true;forest;3
372;118;2;1;land;false;plains;4
373;119;2;1;land;true;jungle;3
374;120;2;1;land;false;desert;4
375;121;2;1;land;false;mountain;4
376;122;2;1;land;false;plains;4
377;123;2;1;land;false;forest;2
378;124;2;1;land;true;forest;3
379;125;2;1;land;false;jungle;2
380;126;2;1;land;true;jungle;4
381;127;2;1;land;false;jungle;4
382;128;2;1;land;false;jungle;4
383;129;2;1;land;true;plains;1
384;130;2;1;land;false;forest;4
385;131;2;1;land;true;jungle;4
386;132;2;1;land;true;forest;3
387;133;2;1;land;false;forest;4
388;134;2;1;land;true;forest;3
389;135;2;1;land;false;desert;4
390;136;2;1;land;false;forest;4
391;137;2;1;land;true;jungle;4
392;138;2;1;land;false;jungle;2
393;139;2;1;land;false;plains;4
394;140;2;1;land;true;forest;4
395;141;2;1;land;false;desert;4
396;142;2;1;land;false;forest;4
397;143;2;1;land;false;plains;1
398;144;2;1;land;false;plains;4
399;145;2;1;land;true;jungle;3
400;146;2;1;land;false;plains;4
401;147;2;1;land;false;desert;4
402;148;2;1;land;false;hills;4
403;149;2;1;land;true;forest;4
404;150;2;1;land;true;plains;4
405;151;2;1;land;false;plains;4
406;152;2;1;land;false;plains;3
407;153;2;1;land;false;jungle;2
408;154;2;1;land;false;forest;4
409;155;2;1;land;false;plains;1
410;156;2;1;land;false;mountain;4
411;157;2;1;land;false;plains;4
412;158;2;1;land;false;plains;1
413;159;2;1;land;false;hills;4
414;160;2;1;land;true;jungle;4
415;161;2;1;land;false;forest;4
416;162;2;1;land;false;desert;4
417;163;2;1;land;false;forest;4
418;164;2;1;land;false;hills;4
419;165;2;1;land;false;plains;4
420;166;2;1;land;false;forest;4
421;167;2;1;land;false;jungle;4
422;168;2;1;land;true;forest;4
423;169;2;1;land;false;plains;4
424;170;2;1;land;false;plains;4
425;171;2;1;land;true;forest;4
426;172;2;1;land;false;plains;4
427;173;2;1;land;false;jungle;4
428;174;2;1;land;false;jungle;2
429;175;2;1;land;false;plains;4
430;176;2;1;land;false;forest;4
431;177;2;1;land;false;plains;4
432;178;2;1;land;true;forest;3
433;179;2;1;land;false;plains;2
434;180;2;1;land;false;hills;4
435;181;2;1;land;false;plains;3
436;182;2;1;land;false;plains;3
437;183;2;1;land;false;plains;4
438;184;2;1;land;true;forest;3
439;185;2;1;land;true;plains;4
440;186;2;1;land;false;plains;1
441;187;2;1;land;false;hills;2
442;188;2;1;land;false;desert;2
443;189;2;1;land;false;desert;4
444;190;2;1;land;true;plains;4
445;191;2;1;land;false;forest;4
446;192;2;1;land;false;forest;4
447;193;2;1;land;false;desert;4
448;194;2;1;land;false;jungle;4
449;195;2;1;land;false;jungle;2
450;196;2;1;land;true;plains;4
451;197;2;1;land;false;jungle;1
452;198;2;1;land;false;plains;3
453;199;2;1;land;true;forest;4
454;200;2;1;land;true;plains;4
455;201;2;1;land;true;forest;4
456;202;2;1;land;true;forest;4
457;203;2;1;land;true;forest;2
458;204;2;1;land;false;forest;3
459;205;2;1;land;false;forest;4
460;206;2;1;land;false;plains;4
461;207;2;1;land;true;plains;4
462;208;2;1;land;false;plains;4
463;209;2;1;land;false;forest;3
464;210;2;1;land;false;jungle;1
465;211;2;1;land;false;plains;2
466;212;2;1;land;true;forest;3
467;213;2;1;land;false;forest;1
468;214;2;1;land;false;forest;4
469;215;2;1;land;false;mountain;3
470;216;2;1;land;false;plains;4
471;217;2;1;land;false;plains;4
472;218;2;1;land;true;forest;4
473;219;2;1;land;true;plains;4
474;220;2;1;land;false;hills;4
475;221;2;1;land;false;plains;4
476;222;2;1;land;false;jungle;1
477;223;2;1;land;false;hills;4
478;224;2;1;land;false;plains;4
479;225;2;1;land;false;jungle;2
480;226;2;1;land;true;jungle;4
481;227;2;1;land;false;forest;4
482;228;2;1;land;false;hills;4
483;229;2;1;land;true;forest;4
484;230;2;1;land;false;hills;4
485;231;2;1;land;false;hills;3
486;232;2;1;land;false;hills;4
487;233;2;1;land;false;hills;4
488;234;2;1;land;false;jungle;4
489;235;2;1;land;false;forest;3
490;236;2;1;land;false;desert;4
491;237;2;1;land;false;forest;4
492;238;2;1;land;false;hills;2
493;239;2;1;land;true;jungle;3
494;240;2;1;land;false;plains;4
495;241;2;1;land;false;plains;2
496;242;2;1;land;false;forest;4
497;243;2;1;land;false;hills;4
498;244;2;1;land;false;forest;3
499;245;2;1;land;false;forest;3
500;246;2;1;land;false;mountain;4
501;247;2;1;land;true;jungle;4
502;248;2;1;land;true;jungle;4
503;249;2;1;land;true;jungle;4
504;250;2;1;land;false;hills;4
505;251;2;1;land;false;plains;4
506;252;2;1;land;false;hills;4
507;253;2;1;land;true;forest;3
508;254;2;1;land;true;plains;3
509;255;2;1;land;false;plains;4
510;1;3;1;land;false;plains;4
511;2;3;1;land;false;plains;2
512;3;3;1;land;true;plains;4
513;4;3;1;land;true;jungle;2
514;5;3;1;land;false;forest;3
515;6;3;1;land;false;forest;4
516;7;3;1;land;false;jungle;2
517;8;3;1;land;false;hills;4
518;9;3;1;land;false;jungle;4
519;10;3;1;land;false;plains;4
520;11;3;1;land;false;forest;4
521;12;3;1;land;false;hills;4
522;13;3;1;land;true;forest;4
523;14;3;1;land;false;desert;4
524;15;3;1;land;true;jungle;4
525;16;3;1;land;false;desert;1
526;17;3;1;land;true;forest;4
527;18;3;1;land;false;forest;4
528;19;3;1;land;false;forest;4
529;20;3;1;land;false;plains;4
530;21;3;1;land;false;hills;4
531;22;3;1;land;true;forest;3
532;23;3;1;land;true;jungle;3
533;24;3;1;land;false;forest;4
534;25;3;1;land;false;mountain;4
535;26;3;1;land;false;desert;4
536;27;3;1;land;true;plains;4
537;28;3;1;land;false;hills;4
538;29;3;1;land;false;hills;4
539;30;3;1;land;false;desert;4
540;31;3;1;land;true;plains;4
541;32;3;1;land;true;forest;3
542;33;3;1;land;true;hills;4
543;34;3;1;land;false;plains;1
544;35;3;1;land;false;mountain;4
545;36;3;1;land;true;forest;4
546;37;3;1;land;true;forest;3
547;38;3;1;land;false;plains;3
548;39;3;1;land;false;hills;4
549;40;3;1;land;true;plains;4
550;41;3;1;land;false;plains;3
551;42;3;1;land;false;plains;4
552;43;3;1;land;false;plains;2
553;44;3;1;land;false;hills;4
554;45;3;1;land;false;forest;4
555;46;3;1;land;false;plains;2
556;47;3;1;land;false;mountain;4
557;48;3;1;land;true;plains;4
558;49;3;1;land;false;plains;4
559;50;3;1;land;false;plains;4
560;51;3;1;land;false;hills;4
561;52;3;1;land;false;desert;4
562;53;3;1;land;true;forest;4
563;54;3;1;land;true;forest;3
564;55;3;1;land;false;desert;4
565;56;3;1;land;false;plains;4
566;57;3;1;land;false;desert;4
567;58;3;1;land;false;forest;4
568;59;3;1;land;false;plains;1
569;60;3;1;land;false;desert;2
570;61;3;1;land;true;jungle;2
571;62;3;1;land;false;jungle;3
572;63;3;1;land;false;jungle;2
573;64;3;1;land;false;hills;4
574;65;3;1;land;false;desert;4
575;66;3;1;land;false;forest;4
576;67;3;1;land;false;plains;4
577;68;3;1;land;false;jungle;4
578;69;3;1;land;false;jungle;3
579;70;3;1;land;true;jungle;1
580;71;3;1;land;true;jungle;4
581;72;3;1;land;false;mountain;2
582;73;3;1;land;false;forest;4
583;74;3;1;land;true;forest;4
584;75;3;1;land;false;plains;3
585;76;3;1;land;false;forest;3
586;77;3;1;land;false;plains;4
587;78;3;1;land;false;forest;3
588;79;3;1;land;false;forest;4
589;80;3;1;land;true;forest;2
590;81;3;1;land;false;jungle;2
591;82;3;1;land;false;mountain;4
592;83;3;1;land;false;jungle;4
593;84;3;1;land;false;forest;4
594;85;3;1;land;false;plains;3
595;86;3;1;land;true;forest;3
596;87;3;1;land;true;jungle;4
597;88;3;1;land;false;plains;1
598;89;3;1;land;false;plains;4
599;90;3;1;land;false;forest;3
600;91;3;1;land;true;jungle;4
601;92;3;1;land;false;forest;4
602;93;3;1;land;false;hills;4
603;94;3;1;land;true;forest;4
604;95;3;1;land;false;plains;3
605;96;3;1;land;true;jungle;2
606;97;3;1;land;false;jungle;2
607;98;3;1;land;false;plains;4
608;99;3;1;land;true;forest;2
609;100;3;1;land;false;plains;2
610;101;3;1;land;false;plains;4
611;102;3;1;land;false;jungle;4
612;103;3;1;land;false;forest;3
613;104;3;1;land;false;hills;4
614;105;3;1;land;true;jungle;2
615;106;3;1;land;false;plains;4
616;107;3;1;land;true;desert;4
617;108;3;1;land;true;jungle;3
618;109;3;1;land;false;hills;4
619;110;3;1;land;true;forest;3
620;111;3;1;land;false;forest;3
621;112;3;1;land;false;desert;4
622;113;3;1;land;false;plains;2
623;114;3;1;land;false;forest;4
624;115;3;1;land;true;jungle;4
625;116;3;1;land;false;hills;3
626;117;3;1;land;true;jungle;4
627;118;3;1;land;false;plains;4
628;119;3;1;land;false;desert;4
629;120;3;1;land;false;plains;4
630;121;3;1;land;false;desert;1
631;122;3;1;land;false;hills;3
632;123;3;1;land;false;mountain;4
633;124;3;1;land;false;jungle;4
634;125;3;1;land;false;forest;4
635;126;3;1;land;true;jungle;4
636;127;3;1;land;false;mountain;4
637;128;3;1;land;false;desert;4
638;129;3;1;land;false;hills;1
639;130;3;1;land;false;jungle;4
640;131;3;1;land;false;forest;4
641;132;3;1;land;true;forest;3
642;133;3;1;land;true;plains;3
643;134;3;1;land;false;plains;3
644;135;3;1;land;false;jungle;4
645;136;3;1;land;true;forest;3
646;137;3;1;land;false;forest;4
647;138;3;1;land;false;hills;4
648;139;3;1;land;true;plains;1
649;140;3;1;land;false;desert;4
650;141;3;1;land;false;hills;4
651;142;3;1;land;false;forest;4
652;143;3;1;land;false;jungle;1
653;144;3;1;land;false;plains;2
654;145;3;1;land;true;forest;3
655;146;3;1;land;true;forest;2
656;147;3;1;land;true;jungle;3
657;148;3;1;land;false;mountain;4
658;149;3;1;land;false;plains;4
659;150;3;1;land;false;desert;4
660;151;3;1;land;false;plains;4
661;152;3;1;land;false;hills;4
662;153;3;1;land;false;desert;4
663;154;3;1;land;true;forest;3
664;155;3;1;land;true;jungle;2
665;156;3;1;land;false;jungle;4
666;157;3;1;land;false;forest;4
667;158;3;1;land;true;plains;2
668;159;3;1;land;false;jungle;2
669;160;3;1;land;false;hills;4
670;161;3;1;land;false;forest;4
671;162;3;1;land;false;forest;4
672;163;3;1;land;false;forest;4
673;164;3;1;land;false;forest;4
674;165;3;1;land;false;forest;4
675;166;3;1;land;false;hills;4
676;167;3;1;land;false;jungle;3
677;168;3;1;land;false;hills;4
678;169;3;1;land;true;forest;3
679;170;3;1;land;false;plains;4
680;171;3;1;land;true;jungle;3
681;172;3;1;land;false;forest;4
682;173;3;1;land;false;plains;3
683;174;3;1;land;false;forest;4
684;175;3;1;land;false;forest;3
685;176;3;1;land;false;hills;4
686;177;3;1;land;false;plains;3
687;178;3;1;land;false;hills;4
688;179;3;1;land;false;mountain;4
689;180;3;1;land;true;forest;4
690;181;3;1;land;false;desert;4
691;182;3;1;land;false;plains;4
692;183;3;1;land;false;jungle;4
693;184;3;1;land;false;hills;4
694;185;3;1;land;false;jungle;4
695;186;3;1;land;false;plains;4
696;187;3;1;land;false;plains;4
697;188;3;1;land;false;desert;4
698;189;3;1;land;true;forest;3
699;190;3;1;land;false;jungle;2
700;191;3;1;land;false;mountain;4
701;192;3;1;land;true;forest;1
702;193;3;1;land;false;desert;1
703;194;3;1;land;false;mountain;4
704;195;3;1;land;false;plains;4
705;196;3;1;land;false;plains;3
706;197;3;1;land;true;forest;4
707;198;3;1;land;false;jungle;4
708;199;3;1;land;true;plains;2
709;200;3;1;land;false;plains;4
710;201;3;1;land;false;plains;4
711;202;3;1;land;true;jungle;4
712;203;3;1;land;false;mountain;4
713;204;3;1;land;false;desert;4
714;205;3;1;land;true;jungle;3
715;206;3;1;land;false;forest;3
716;207;3;1;land;false;hills;4
717;208;3;1;land;false;hills;3
718;209;3;1;land;true;plains;2
719;210;3;1;land;false;plains;4
720;211;3;1;land;false;desert;2
721;212;3;1;land;false;desert;4
722;213;3;1;land;false;forest;3
723;214;3;1;land;true;forest;1
724;215;3;1;land;true;plains;4
725;216;3;1;land;false;desert;4
726;217;3;1;land;true;jungle;1
727;218;3;1;land;false;jungle;2
728;219;3;1;land;false;forest;3
729;220;3;1;land;false;forest;4
730;221;3;1;land;false;hills;4
731;222;3;1;land;false;mountain;4
732;223;3;1;land;false;forest;4
733;224;3;1;land;false;plains;4
734;225;3;1;land;false;forest;4
735;226;3;1;land;true;plains;4
736;227;3;1;land;false;hills;3
737;228;3;1;land;false;forest;4
738;229;3;1;land;true;forest;3
739;230;3;1;land;false;plains;3
740;231;3;1;land;false;forest;4
741;232;3;1;land;false;forest;3
742;233;3;1;land;true;forest;3
743;234;3;1;land;false;hills;4
744;235;3;1;land;false;jungle;2
745;236;3;1;land;false;desert;4
746;237;3;1;land;false;hills;3
747;238;3;1;land;false;desert;4
748;239;3;1;land;false;mountain;4
749;240;3;1;land;true;plains;4
750;241;3;1;land;false;forest;4
751;242;3;1;land;false;mountain;3
752;243;3;1;land;true;forest;3
753;244;3;1;land;true;forest;4
754;245;3;1;land;true;forest;3
755;246;3;1;land;true;plains;3
756;247;3;1;land;true;plains;4
757;248;3;1;land;false;forest;3
758;249;3;1;land;false;plains;4
759;250;3;1;land;false;forest;3
760;251;3;1;land;true;forest;4
761;252;3;1;land;false;plains;3
762;253;3;1;land;false;forest;4
763;254;3;1;land;true;forest;1
764;255;3;1;land;false;plains;4
765;1;4;1;land;false;mountain;3
766;2;4;1;land;true;forest;4
767;3;4;1;land;false;forest;2
768;4;4;1;land;true;jungle;4
769;5;4;1;land;false;plains;3
770;6;4;1;land;false;forest;4
771;7;4;1;land;false;desert;4
772;8;4;1;land;false;forest;3
773;9;4;1;land;false;jungle;4
774;10;4;1;land;false;forest;4
775;11;4;1;land;false;forest;4
776;12;4;1;land;false;jungle;4
777;13;4;1;land;false;forest;4
778;14;4;1;land;true;plains;4
779;15;4;1;land;false;forest;4
780;16;4;1;land;false;forest;3
781;17;4;1;land;false;plains;4
782;18;4;1;land;true;forest;4
783;19;4;1;land;false;plains;4
784;20;4;1;land;false;forest;4
785;21;4;1;land;false;plains;1
786;22;4;1;land;false;plains;4
787;23;4;1;land;false;hills;4
788;24;4;1;land;true;desert;4
789;25;4;1;land;false;plains;4
790;26;4;1;land;false;forest;3
791;27;4;1;land;false;mountain;4
792;28;4;1;land;false;forest;3
793;29;4;1;land;false;desert;4
794;30;4;1;land;true;jungle;4
795;31;4;1;land;false;desert;4
796;32;4;1;land;false;plains;2
797;33;4;1;land;false;plains;4
798;34;4;1;land;false;plains;4
799;35;4;1;land;false;desert;4
800;36;4;1;land;false;plains;4
801;37;4;1;land;false;desert;4
802;38;4;1;land;false;plains;4
803;39;4;1;land;true;jungle;2
804;40;4;1;land;false;plains;4
805;41;4;1;land;true;jungle;4
806;42;4;1;land;true;plains;4
807;43;4;1;land;false;jungle;4
808;44;4;1;land;false;mountain;4
809;45;4;1;land;true;forest;3
810;46;4;1;land;true;jungle;4
811;47;4;1;land;false;plains;2
