347;floating_harbor;3298.40;9.50;1357.50;0.38;11866
356;floating_harbor;3331.79;9.50;1366.64;0.32;3982
357;floating_harbor;1695.70;9.50;1566.93;-2.19;11830
361;floating_harbor;1640.00;9.50;1516.00;-1.57;9786
370;floating_harbor;1414.21;9.50;1360.36;-2.82;4464
375;floating_harbor;1293.98;9.50;1302.50;-1.50;12369
378;floating_harbor;951.22;9.50;1407.88;-3.89;11757
386;floating_harbor;859.53;9.50;1708.08;0.52;10242
214;floating_harbor;3384.92;9.50;1836.73;-0.28;11038
295;floating_harbor;2992.12;9.50;551.20;-4.14;10968
115;floating_harbor;3044.88;9.50;1257.18;-2.55;13256
58;floating_harbor;2976.00;9.50;1626.00;0.06;11331
99;floating_harbor;2935.05;9.50;1627.05;-3.93;13263
140;floating_harbor;2962.00;9.50;1693.00;1.13;383
148;floating_harbor;3188.53;9.50;1868.63;-4.04;11164
149;floating_harbor;3130.14;9.50;1792.37;1.37;11126
131;floating_harbor;2775.00;9.50;1650.60;-1.03;11299
44;floating_harbor;3102.74;9.50;1350.13;1.11;13255
111;floating_harbor;3188.87;9.50;1730.74;-3.61;11105
142;floating_harbor;2919.12;9.50;1809.82;0.59;11100
110;floating_harbor;2972.74;9.50;1710.87;-4.25;11151
143;floating_harbor;2952.00;9.50;1850.00;0.97;9132
144;floating_harbor;3003.00;9.50;1904.00;-4.49;6214
12;air_base;997.00;13.35;1236.00;1.06;0
12;arms_factory;969.00;11.60;1252.00;0.79;0
12;arms_factory;976.00;10.20;1287.00;4.91;0
12;arms_factory;986.00;10.80;1268.00;1.29;0
12;arms_factory;961.00;12.12;1252.00;5.42;0
12;arms_factory;987.00;10.15;1293.00;5.52;0
12;arms_factory;1001.00;11.00;1280.00;3.36;0
12;industrial_complex;976.00;10.90;1258.00;6.03;0
12;industrial_complex;996.00;10.50;1300.00;2.41;0
12;industrial_complex;992.00;10.68;1280.00;3.96;0
12;industrial_complex;965.00;10.73;1266.00;1.81;0
12;industrial_complex;1003.00;12.05;1258.00;3.02;0
12;industrial_complex;987.00;10.20;1286.00;0.85;0
12;supply_node;974.00;11.07;1256.00;3.90;0
12;supply_node;988.00;10.25;1287.00;0.20;0
12;supply_node;1008.00;12.10;1262.00;3.14;0
12;supply_node;995.00;13.23;1231.00;6.07;0
12;bunker;1020.00;12.35;1265.00;0.86;0
12;bunker;991.00;13.00;1223.00;3.52;0
12;bunker;977.00;12.57;1239.00;1.36;0
12;bunker;987.00;10.30;1280.00;2.92;0
12;anti_air_building;1002.00;12.03;1257.00;5.59;0
12;anti_air_building;998.00;10.70;1285.00;1.97;0
12;anti_air_building;991.00;13.00;1226.00;6.09;0
12;synthetic_refinery;1020.00;12.40;1256.00;1.37;0
12;fuel_silo;1002.00;10.90;1291.00;4.03;0
12;radar_station;992.00;11.43;1260.00;1.15;0
12;rocket_site;1024.00;12.48;1264.00;3.09;0
12;nuclear_reactor;998.00;10.62;1298.00;6.10;0
1;arms_factory;1174.00;10.60;1146.00;4.85;0
1;arms_factory;1158.00;10.75;1143.00;1.23;0
1;arms_factory;1158.00;10.70;1134.00;5.35;0
1;arms_factory;1154.00;10.50;1151.00;0.28;0
1;arms_factory;1149.00;10.20;1145.00;3.29;0
1;arms_factory;1139.00;10.15;1135.00;1.13;0
1;industrial_complex;1166.00;10.88;1153.00;2.34;0
1;industrial_complex;1160.00;10.20;1167.00;0.18;0
1;industrial_complex;1170.00;10.45;1139.00;1.74;0
1;industrial_complex;1174.00;10.15;1128.00;4.40;0
1;industrial_complex;1175.00;10.35;1141.00;0.79;0
1;industrial_complex;1134.00;9.98;1140.00;4.91;0
1;air_base;1164.00;10.00;1183.00;5.01;0
1;supply_node;1171.00;10.40;1140.00;3.36;0
1;supply_node;1162.00;10.35;1168.00;0.01;0
1;supply_node;1145.00;10.00;1142.00;2.95;0
1;naval_base;1152.00;9.65;1168.00;-2.52;4167
1;naval_base;1187.00;9.65;1139.00;1.33;5644
1;naval_base;1127.00;9.50;1144.00;-2.19;3359
1;bunker;1150.00;10.20;1151.00;5.52;0
1;bunker;1176.00;10.05;1135.00;3.36;0
1;bunker;1156.00;9.98;1169.00;6.03;0
1;coastal_bunker;1182.00;9.90;1136.00;1.33;0
1;coastal_bunker;1151.00;9.90;1166.00;-2.52;0
1;coastal_bunker;1132.00;9.90;1143.00;-2.19;0
1;dockyard;1147.00;9.90;1161.00;-3.19;0
1;anti_air_building;1156.00;10.57;1144.00;0.85;0
1;anti_air_building;1155.00;10.60;1134.00;3.87;0
1;anti_air_building;1168.00;10.28;1182.00;5.08;0
1;synthetic_refinery;1171.00;10.73;1166.00;2.92;0
1;fuel_silo;1159.00;10.60;1154.00;4.48;0
1;radar_station;1156.00;10.50;1156.00;2.37;0
1;rocket_site;1167.00;10.65;1141.00;3.52;0
1;nuclear_reactor;1155.00;10.55;1139.00;1.36;0
1;floating_harbor;1189.79;9.50;1135.30;-1.82;1099
1;floating_harbor;1152.93;9.50;1180.70;0.62;1435
2;arms_factory;992.00;11.53;1165.00;5.35;0
2;arms_factory;994.00;11.55;1165.00;0.28;0
2;arms_factory;957.00;10.03;1182.00;3.29;0
2;arms_factory;960.00;10.12;1182.00;1.13;0
2;arms_factory;973.00;12.38;1222.00;2.34;0
2;arms_factory;958.00;10.00;1160.00;0.18;0
2;industrial_complex;989.00;12.43;1178.00;1.74;0
2;industrial_complex;992.00;12.70;1178.00;4.40;0
2;industrial_complex;976.00;10.10;1152.00;0.79;0
2;industrial_complex;984.00;12.05;1192.00;4.91;0
2;industrial_complex;953.00;10.03;1193.00;5.01;0
2;industrial_complex;980.00;10.07;1138.00;2.85;0
2;air_base;982.00;10.12;1138.00;5.52;0
2;supply_node;966.00;10.32;1185.00;2.95;0
2;supply_node;961.00;10.00;1158.00;5.53;0
2;supply_node;989.00;10.50;1143.00;2.19;0
2;supply_node;968.00;11.75;1215.00;3.66;0
2;supply_node;991.00;11.95;1170.00;1.42;0
2;naval_base;959.00;9.90;1165.00;-2.40;3146
2;naval_base;995.00;9.50;1131.00;0.37;5280
2;naval_base;951.00;9.50;1178.00;-0.84;3146
2;bunker;966.00;11.35;1218.00;3.96;0
2;bunker;1005.00;10.85;1151.00;1.81;0
2;bunker;1002.00;11.82;1166.00;3.02;0
2;bunker;944.00;9.80;1171.00;0.85;0
2;bunker;968.00;10.07;1176.00;3.87;0
2;coastal_bunker;966.00;9.50;1145.00;-0.67;0
2;coastal_bunker;974.00;9.60;1134.00;-0.93;0
2;coastal_bunker;954.00;9.50;1177.00;-0.84;0
2;dockyard;960.00;9.60;1150.00;-0.67;0
2;anti_air_building;996.00;9.95;1133.00;3.52;0
2;anti_air_building;975.00;10.78;1170.00;1.36;0
2;anti_air_building;966.00;11.10;1203.00;2.92;0
2;synthetic_refinery;969.00;11.53;1203.00;5.59;0
2;fuel_silo;965.00;9.90;1147.00;1.97;0
2;radar_station;976.00;11.03;1183.00;0.43;0
2;rocket_site;1003.00;10.40;1144.00;1.37;0
2;nuclear_reactor;1006.00;10.35;1144.00;4.03;0
2;floating_harbor;919.00;9.50;1183.00;1.38;1111
2;floating_harbor;952.63;9.50;1147.53;-3.82;1726
3;arms_factory;1176.00;10.05;1115.00;3.29;0
3;arms_factory;1152.00;10.00;1103.00;1.13;0
3;arms_factory;1149.00;10.55;1112.00;2.34;0
3;arms_factory;1153.00;10.70;1119.00;0.18;0
3;arms_factory;1177.00;9.93;1109.00;1.74;0
3;arms_factory;1151.00;10.00;1100.00;4.40;0
3;industrial_complex;1141.00;10.60;1108.00;0.79;0
3;industrial_complex;1139.00;11.03;1117.00;4.91;0
3;industrial_complex;1148.00;10.62;1128.00;5.01;0
3;industrial_complex;1171.00;10.30;1120.00;2.85;0
3;industrial_complex;1134.00;10.65;1106.00;5.52;0
3;industrial_complex;1156.00;10.45;1114.00;0.79;0
3;air_base;1145.00;10.98;1122.00;4.91;0
3;supply_node;1149.00;10.55;1112.00;2.19;0
3;supply_node;1175.00;10.03;1114.00;3.66;0
3;naval_base;1187.00;9.88;1121.00;-4.10;5644
3;bunker;1152.00;10.70;1119.00;3.36;0
3;bunker;1171.00;10.30;1121.00;6.03;0
3;coastal_bunker;1176.00;9.50;1104.00;0.12;0
3;dockyard;1185.00;9.90;1123.00;-4.10;0
3;anti_air_building;1138.00;11.00;1117.00;1.81;0
3;anti_air_building;1140.00;10.88;1125.00;3.02;0
3;anti_air_building;1169.00;10.55;1120.00;0.85;0
3;synthetic_refinery;1132.00;10.68;1106.00;3.87;0
3;fuel_silo;1134.00;11.00;1113.00;5.08;0
3;radar_station;1160.00;10.30;1112.00;3.14;0
3;rocket_site;1173.00;10.10;1115.00;4.48;0
3;nuclear_reactor;1148.00;10.12;1101.00;0.86;0
3;floating_harbor;1176.87;9.50;1099.05;-3.02;2121
4;arms_factory;1061.00;10.03;1116.00;2.34;0
4;arms_factory;1073.00;9.90;1147.00;0.18;0
4;arms_factory;1040.00;10.25;1150.00;1.74;0
4;arms_factory;1031.00;10.15;1112.00;4.40;0
4;arms_factory;1044.00;10.00;1117.00;0.79;0
4;arms_factory;1031.00;10.60;1140.00;4.91;0
4;industrial_complex;1073.00;9.80;1151.00;5.01;0
4;industrial_complex;1060.00;10.10;1126.00;2.85;0
4;industrial_complex;1060.00;10.15;1148.00;5.52;0
4;industrial_complex;1020.00;9.90;1110.00;0.79;0
4;industrial_complex;1017.00;10.12;1121.00;4.91;0
4;industrial_complex;1019.00;10.78;1139.00;1.29;0
4;air_base;1062.00;10.07;1127.00;5.42;0
4;supply_node;1054.00;10.12;1135.00;1.42;0
4;supply_node;1048.00;9.90;1106.00;4.36;0
4;supply_node;1022.00;10.23;1130.00;5.84;0
4;supply_node;1078.00;10.07;1137.00;3.59;0
4;naval_base;1095.00;9.85;1130.00;1.57;3359
4;naval_base;1011.00;9.50;1116.00;-0.46;5280
4;naval_base;1061.00;9.85;1099.00;0.62;5652
4;bunker;1036.00;9.90;1104.00;0.85;0
4;bunker;1005.00;10.12;1135.00;3.87;0
4;bunker;1059.00;10.05;1118.00;5.08;0
4;bunker;1079.00;10.10;1127.00;2.92;0
4;coastal_bunker;1052.00;9.50;1097.00;0.62;0
4;coastal_bunker;1090.00;9.85;1138.00;1.57;0
4;coastal_bunker;1025.00;9.50;1106.00;-0.46;0
4;dockyard;1095.00;9.85;1130.00;1.57;0
4;anti_air_building;1006.00;9.93;1127.00;2.92;0
4;anti_air_building;1035.00;10.62;1146.00;5.59;0
4;anti_air_building;1045.00;10.10;1135.00;1.97;0
4;synthetic_refinery;1061.00;10.05;1132.00;6.09;0
4;fuel_silo;1045.00;10.00;1111.00;1.37;0
4;radar_station;1049.00;10.10;1127.00;4.85;0
4;rocket_site;1030.00;10.65;1134.00;1.87;0
4;nuclear_reactor;1073.00;9.98;1136.00;3.09;0
4;floating_harbor;1057.07;9.50;1093.30;-2.52;1230
4;floating_harbor;1010.87;9.50;1107.74;-3.61;1380
4;floating_harbor;1074.75;9.50;1154.89;0.18;1811
5;arms_factory;1213.00;9.90;1030.00;1.74;0
5;arms_factory;1228.00;10.00;1026.00;4.40;0
5;arms_factory;1221.00;10.23;1047.00;0.79;0
5;arms_factory;1238.00;10.00;1052.00;4.91;0
5;arms_factory;1248.00;9.90;1044.00;5.01;0
5;arms_factory;1211.00;10.00;1050.00;2.85;0
5;industrial_complex;1207.00;10.00;1042.00;5.52;0
5;industrial_complex;1224.00;9.95;1033.00;0.79;0
5;industrial_complex;1221.00;9.82;1021.00;4.91;0
5;industrial_complex;1225.00;10.20;1063.00;1.29;0
5;industrial_complex;1237.00;9.85;1017.00;5.42;0
5;industrial_complex;1243.00;10.00;1041.00;5.52;0
5;air_base;1210.00;10.03;1054.00;3.36;0
5;supply_node;1208.00;9.95;1039.00;5.84;0
5;supply_node;1233.00;10.12;1051.00;3.59;0
5;supply_node;1230.00;10.00;1023.00;5.07;0
5;naval_base;1241.00;9.90;1017.00;1.25;4095
5;naval_base;1252.00;9.90;1041.00;1.25;4265
5;naval_base;1202.00;9.57;1035.00;-1.21;3582
5;bunker;1217.00;10.12;1050.00;3.87;0
5;bunker;1207.00;9.80;1028.00;5.08;0
5;bunker;1224.00;9.90;1021.00;2.92;0
5;coastal_bunker;1239.00;9.88;1021.00;1.25;0
5;coastal_bunker;1216.00;9.50;1022.00;0.44;0
5;coastal_bunker;1250.00;9.88;1045.00;1.25;0
5;dockyard;1238.00;9.85;1030.00;1.25;0
5;anti_air_building;1233.00;10.23;1046.00;2.92;0
5;anti_air_building;1227.00;10.00;1039.00;5.59;0
5;anti_air_building;1233.00;10.20;1044.00;1.97;0
5;synthetic_refinery;1219.00;10.00;1035.00;6.09;0
5;fuel_silo;1217.00;10.10;1041.00;1.37;0
5;radar_station;1221.00;10.18;1042.00;4.85;0
5;rocket_site;1225.00;9.90;1020.00;1.87;0
5;nuclear_reactor;1234.00;10.05;1062.00;3.09;0
5;floating_harbor;1193.45;9.50;1033.54;-4.35;145
5;floating_harbor;1254.64;9.50;1043.79;-1.89;1542
6;arms_factory;1233.00;10.00;1088.00;0.79;0
6;arms_factory;1233.00;10.07;1073.00;4.91;0
6;arms_factory;1255.00;9.90;1077.00;5.01;0
6;arms_factory;1223.00;10.05;1091.00;2.85;0
6;arms_factory;1191.00;10.00;1057.00;5.52;0
6;arms_factory;1195.00;10.10;1063.00;0.79;0
6;industrial_complex;1212.00;10.10;1073.00;4.91;0
6;industrial_complex;1189.00;9.93;1078.00;1.29;0
6;industrial_complex;1203.00;10.20;1065.00;5.42;0
6;industrial_complex;1246.00;10.00;1074.00;5.52;0
6;industrial_complex;1238.00;10.00;1079.00;3.36;0
6;industrial_complex;1185.00;9.90;1085.00;6.03;0
6;air_base;1190.00;10.00;1059.00;2.41;0
6;supply_node;1233.00;10.00;1081.00;5.07;0
6;supply_node;1201.00;10.10;1072.00;1.73;0
6;naval_base;1255.00;9.90;1080.00;1.52;2876
6;naval_base;1186.00;9.85;1086.00;-2.86;4315
6;bunker;1218.00;10.30;1071.00;3.87;0
6;bunker;1237.00;10.00;1083.00;5.08;0
6;coastal_bunker;1209.00;9.88;1094.00;-3.45;0
6;coastal_bunker;1241.00;9.80;1089.00;1.52;0
6;dockyard;1245.00;9.85;1083.00;1.52;0
6;anti_air_building;1228.00;10.00;1090.00;3.52;0
6;anti_air_building;1245.00;9.98;1074.00;1.36;0
6;anti_air_building;1208.00;10.20;1068.00;2.92;0
6;synthetic_refinery;1193.00;10.00;1073.00;5.59;0
6;fuel_silo;1189.00;10.00;1059.00;1.97;0
6;radar_station;1223.00;10.20;1076.00;0.43;0
6;rocket_site;1185.00;10.03;1075.00;1.37;0
6;nuclear_reactor;1202.00;10.00;1079.00;4.03;0
6;floating_harbor;1266.00;9.50;1087.00;-1.13;388
7;arms_factory;1178.00;10.10;1068.00;5.01;0
7;arms_factory;1129.00;10.10;1087.00;2.85;0
7;arms_factory;1177.00;10.10;1072.00;5.52;0
7;arms_factory;1132.00;9.90;1077.00;0.79;0
7;arms_factory;1173.00;10.05;1076.00;4.91;0
7;arms_factory;1153.00;9.93;1080.00;1.29;0
7;industrial_complex;1177.00;10.00;1078.00;5.42;0
7;industrial_complex;1143.00;9.90;1084.00;5.52;0
7;industrial_complex;1164.00;10.05;1070.00;3.36;0
7;industrial_complex;1147.00;9.90;1086.00;6.03;0
7;industrial_complex;1162.00;9.95;1074.00;2.41;0
7;industrial_complex;1132.00;10.15;1091.00;3.96;0
7;air_base;1164.00;9.95;1076.00;1.81;0
7;supply_node;1137.00;9.93;1082.00;5.77;0
7;supply_node;1167.00;10.00;1074.00;0.96;0
7;naval_base;1167.00;9.50;1057.00;-0.46;4028
7;naval_base;1149.00;9.50;1071.00;0.17;4028
7;bunker;1134.00;10.10;1088.00;2.92;0
7;bunker;1165.00;10.03;1069.00;4.48;0
7;coastal_bunker;1128.00;9.50;1071.00;0.17;0
7;coastal_bunker;1181.00;9.50;1056.00;0.44;0
7;dockyard;1153.00;9.50;1066.00;0.17;0
7;anti_air_building;1181.00;10.00;1081.00;2.92;0
7;anti_air_building;1148.00;9.90;1085.00;5.59;0
7;anti_air_building;1163.00;9.80;1085.00;1.97;0
7;synthetic_refinery;1151.00;10.10;1089.00;6.09;0
7;fuel_silo;1135.00;9.85;1070.00;1.37;0
7;radar_station;1153.00;9.93;1080.00;4.85;0
7;rocket_site;1129.00;9.90;1076.00;1.87;0
7;nuclear_reactor;1178.00;9.90;1060.00;3.09;0
7;floating_harbor;1140.15;9.50;1063.10;-2.98;1041
8;arms_factory;1183.00;10.10;1191.00;5.52;0
8;arms_factory;1175.00;10.20;1188.00;0.79;0
8;arms_factory;1188.00;10.28;1177.00;4.91;0
8;arms_factory;1190.00;10.10;1172.00;1.29;0
8;arms_factory;1188.00;10.03;1189.00;5.42;0
8;arms_factory;1181.00;10.15;1189.00;5.52;0
8;industrial_complex;1178.00;10.30;1186.00;3.36;0
8;industrial_complex;1187.00;10.10;1169.00;6.03;0
8;industrial_complex;1180.00;10.45;1169.00;2.41;0
8;industrial_complex;1193.00;10.05;1187.00;3.96;0
8;industrial_complex;1184.00;10.45;1184.00;1.81;0
8;industrial_complex;1177.00;10.45;1184.00;3.02;0
8;air_base;1174.00;10.88;1166.00;0.85;0
8;supply_node;1184.00;10.20;1167.00;3.90;0
8;supply_node;1181.00;10.23;1187.00;0.20;0
8;naval_base;1200.00;9.88;1179.00;1.46;2947
8;naval_base;1165.00;9.68;1189.00;-2.43;4167
8;bunker;1186.00;10.12;1161.00;0.86;0
8;bunker;1171.00;10.28;1185.00;3.52;0
8;coastal_bunker;1200.00;9.90;1181.00;1.46;0
8;coastal_bunker;1170.00;9.90;1193.00;-2.43;0
8;dockyard;1171.00;9.68;1195.00;-2.43;0
8;anti_air_building;1183.00;10.10;1191.00;1.97;0
8;anti_air_building;1176.00;10.15;1191.00;6.09;0
8;anti_air_building;1188.00;10.28;1177.00;1.37;0
8;synthetic_refinery;1190.00;10.10;1172.00;4.03;0
8;fuel_silo;1174.00;10.00;1195.00;1.87;0
8;radar_station;1183.00;10.30;1173.00;4.08;0
8;rocket_site;1177.00;10.30;1186.00;6.10;0
8;nuclear_reactor;1192.00;10.10;1174.00;2.48;0
8;floating_harbor;1199.96;9.50;1165.23;-1.68;1021
8;floating_harbor;1170.44;9.50;1199.31;0.71;1600
9;arms_factory;1094.00;10.05;1123.00;4.91;0
9;arms_factory;1115.00;9.85;1087.00;1.29;0
9;arms_factory;1104.00;9.90;1106.00;5.42;0
9;arms_factory;1099.00;10.00;1116.00;5.52;0
9;arms_factory;1106.00;9.95;1130.00;3.36;0
9;arms_factory;1120.00;10.12;1099.00;6.03;0
9;industrial_complex;1094.00;9.85;1111.00;2.41;0
9;industrial_complex;1089.00;10.00;1124.00;3.96;0
9;industrial_complex;1115.00;9.85;1088.00;1.81;0
9;industrial_complex;1108.00;10.05;1106.00;3.02;0
9;industrial_complex;1071.00;10.00;1117.00;0.85;0
9;industrial_complex;1113.00;10.00;1130.00;3.87;0
9;air_base;1102.00;10.00;1128.00;5.08;0
9;supply_node;1083.00;10.00;1114.00;3.14;0
9;supply_node;1116.00;10.20;1122.00;6.07;0
9;supply_node;1115.00;9.90;1097.00;2.37;0
9;naval_base;1114.00;9.50;1082.00;-0.79;3229
9;naval_base;1099.00;9.85;1131.00;-2.71;3359
9;naval_base;1075.00;9.82;1105.00;-0.66;5652
9;bunker;1099.00;9.80;1100.00;5.59;0
9;bunker;1124.00;9.90;1139.00;1.97;0
9;bunker;1097.00;9.98;1114.00;6.09;0
9;coastal_bunker;1092.00;9.50;1109.00;0.86;0
9;coastal_bunker;1096.00;9.50;1101.00;-0.79;0
9;coastal_bunker;1113.00;9.80;1136.00;-2.71;0
9;dockyard;1109.00;9.60;1135.00;-2.71;0
9;anti_air_building;1106.00;9.93;1100.00;6.10;0
9;anti_air_building;1114.00;9.90;1097.00;2.48;0
9;anti_air_building;1115.00;10.05;1106.00;5.15;0
9;synthetic_refinery;1098.00;10.00;1123.00;0.42;0
9;fuel_silo;1110.00;10.10;1107.00;4.54;0
9;radar_station;1099.00;9.80;1110.00;2.15;0
9;rocket_site;1115.00;10.10;1116.00;3.59;0
9;nuclear_reactor;1114.00;9.95;1100.00;0.33;0
9;floating_harbor;1095.00;9.50;1078.00;-2.98;1331
9;floating_harbor;1107.07;9.50;1141.36;0.43;1468
9;floating_harbor;1104.05;9.50;1086.05;-3.93;2129
10;arms_factory;1027.00;10.90;1154.00;5.42;0
10;arms_factory;1055.00;9.98;1177.00;5.52;0
10;arms_factory;1027.00;10.95;1160.00;3.36;0
10;arms_factory;1001.00;14.85;1208.00;6.03;0
10;arms_factory;1017.00;13.62;1172.00;2.41;0
10;arms_factory;1051.00;10.25;1218.00;3.96;0
10;industrial_complex;1033.00;11.32;1193.00;1.81;0
10;industrial_complex;1039.00;10.55;1228.00;3.02;0
